Module,Interface,LDP table name,Schema URL,Example URL,Dev API URL
mod-organizations-storage,/organizations-storage/phone-numbers,organization_phone_numbers,https://raw.githubusercontent.com/folio-org/acq-models/master/mod-orgs/schemas/phone_number.json,https://raw.githubusercontent.com/folio-org/acq-models/master/mod-orgs/examples/phone_number_collection.sample,https://s3.amazonaws.com/foliodocs/api/mod-organizations-storage/p/phone_number.html
mod-organizations-storage,/organizations-storage/urls,organization_urls,https://raw.githubusercontent.com/folio-org/acq-models/master/mod-orgs/schemas/url.json,https://raw.githubusercontent.com/folio-org/acq-models/master/mod-orgs/examples/url_collection.sample,https://s3.amazonaws.com/foliodocs/api/mod-organizations-storage/p/url.html
mod-patron-blocks,/user-summary,patron_blocks_user_summary,https://raw.githubusercontent.com/folio-org/mod-patron-blocks/master/ramls/userSummary.json,https://raw.githubusercontent.com/folio-org/mod-patron-blocks/master/ramls/examples/user-summary.sample,https://s3.amazonaws.com/foliodocs/api/mod-patron-blocks/p/user-summary.html
mod-permissions,/perms/permissions,perm_permissions,https://raw.githubusercontent.com/folio-org/mod-permissions/master/ramls/permission.json,,https://s3.amazonaws.com/foliodocs/api/mod-permissions/p/permissions.html
mod-permissions,/perms/users,perm_users,https://raw.githubusercontent.com/folio-org/mod-permissions/master/ramls/permissionUser.json,,https://s3.amazonaws.com/foliodocs/api/mod-permissions/p/permissions.html
mod-template-engine,/templates,template_engine_template,https://raw.githubusercontent.com/folio-org/mod-template-engine/master/ramls/template.json,https://raw.githubusercontent.com/folio-org/mod-template-engine/master/ramls/examples/templatesCollection.sample,https://s3.amazonaws.com/foliodocs/api/mod-template-engine/p/template-engine.html
mod-users,/addresstypes,user_addresstypes,https://raw.githubusercontent.com/folio-org/mod-users/master/ramls/addresstype.json,https://raw.githubusercontent.com/folio-org/mod-users/master/ramls/examples/addresstypeCollection.sample,https://s3.amazonaws.com/foliodocs/api/mod-users/p/addressTypes.html
mod-users,/departments,user_departments,https://raw.githubusercontent.com/folio-org/mod-users/master/ramls/department.json,https://raw.githubusercontent.com/folio-org/mod-users/master/ramls/examples/departmentCollection.sample,https://s3.amazonaws.com/foliodocs/api/mod-users/p/departments.html
mod-users,/groups,user_groups,https://raw.githubusercontent.com/folio-org/mod-users/master/ramls/usergroup.json,https://raw.githubusercontent.com/folio-org/mod-users/master/ramls/examples/groups.sample,https://s3.amazonaws.com/foliodocs/api/mod-users/p/groups.html
mod-users,/proxiesfor,user_proxiesfor,https://raw.githubusercontent.com/folio-org/mod-users/master/ramls/proxyfor.json,https://raw.githubusercontent.com/folio-org/mod-users/master/ramls/examples/proxyforCollection.sample,https://s3.amazonaws.com/foliodocs/api/mod-users/p/proxiesFor.html
mod-users,/users,user_users,https://raw.githubusercontent.com/folio-org/mod-users/master/ramls/userdata.json,https://raw.githubusercontent.com/folio-org/mod-users/master/ramls/examples/user_collection.sample,https://s3.amazonaws.com/foliodocs/api/mod-users/p/users.html
